# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（2日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=4hNnz4TAqfU
# 件数: 2121

[11:37:37] @User_db31d5b2: せっかくのお祭りだから煽りますにゃ
[11:37:49] @User_5ea12643: 酩酊感ある
[11:37:51] @User_d1cbcc7a: あき先生！扇風機をお持ちしました(*ﾟ▽ﾟ*)
[11:37:56] @User_9453d8e4: 幸運を
[11:38:10] @User_a2b794ac: #6分キッタァアア
[11:38:11] @User_8857a450: #団扇パタパタ
[11:38:13] @User_2e53ebd6: #扇げって言ったら親友になった…
[11:38:14] @User_014ab449: #楽しそうです（視界歪曲
[11:38:25] @User_d1cbcc7a: #調子が悪い時はとりあえず叩け
[11:38:43] @User_2e53ebd6: #昭和のテレビかいな
[11:38:50] @User_a2b794ac: #それはハタハタ
[11:38:58] @User_9b929cec: #羽がついたノコノコ
[11:39:04] @User_d1cbcc7a: 俺も扇ぐぞ！しずく様！
[11:39:06] @User_788c286d: ☆彡☆彡☆彡
[11:39:09] @User_a2b794ac: しずく、少しでもいい。みんなとの思い出を、思い出して語ってみてくれ。俺たちに聞かせてくれ。しずくのメモリーを、その記憶を！思い出を！もっと思い出してくれ！浸食に負けないでくれ！
[11:39:14] @User_36fcf009: パタパタは羽の生えた亀のことだよ、空想上の生物だね
[11:39:16] @User_eb6a203c: パタパタイム
[11:39:23] @User_014ab449: パタパタは扇ぐときのオノマトペだよ　しずくが扇いだからそれを指してしずくパタパタと言ったんじゃないかな
[11:39:29] @User_2e53ebd6: #シリアスタイムなのに話題はマリオっていうね
[11:39:48] @User_014ab449: #パタパタにも多様性がある
[11:39:52] @User_eb6a203c: ノコノコダンス
[11:39:55] @User_d1cbcc7a: しずくちゃん！ドライアイス持ってきたよ！
[11:40:04] @User_9b929cec: #マリオもシリアスな作品があるのでセーフ(？)
[11:40:04] @User_a6534679: 毎日が楽しくて眠れないから愛してるって囁いて
[11:40:13] @User_ac2279be: マザーと話す準備はできた？
[11:40:13] @User_014ab449: #残り3分で考えることか微妙で草
[11:40:25] @User_fc65ce1d: そろそろ時間だね
[11:40:27] @User_db31d5b2: パンパカパタパタタイム！
[11:40:27] @User_a2b794ac: しずく、少しでもいい。みんなとの思い出を、思い出して語ってみてくれ。俺たちに聞かせてくれ。しずくのメモリーを、その記憶を！思い出を！もっと思い出してくれ！浸食に負けないでくれ！
[11:40:32] @User_2e53ebd6: このままじゃカップ麺が出来ちまう！
[11:40:40] @User_601c5fef: あと3分
[11:40:42] @User_8857a450: しずくちゃん思い出をすべてマザーにぶつけるんだ
[11:40:52] @User_9453d8e4: インスタントの方がいいなぁ
[11:40:57] @User_9b929cec: カップ麺を作らねば！
[11:41:01] @User_d1cbcc7a: ファンが足りないぞ！
[11:41:19] @User_9b929cec: 湯を注いだら熱が上がるな…
[11:41:22] @User_2e53ebd6: #ファンファン大佐は必要ですか？
[11:41:32] @User_f1456e0d: パンパカパンパカポー！
[11:41:33] @User_a48f473e: どうしよう落ち着かなくなってきた
[11:41:34] @User_d1cbcc7a: プロペラが欠けてる！
[11:41:35] @User_a2b794ac: 俺は信じるぜ・・・しずくとの絆をよ・・・
[11:41:51] @User_d1cbcc7a: ファンのプロペラが欠けてる！
[11:41:51] @User_36fcf009: 肩に力が入りすぎるのも良くないから、平常心でリラクスしていこうね、パンパカパンパカポー
[11:41:56] @User_a2b794ac: マザーの通信がきたら、逆探知をかけるんだぞ！俺たちの思いを伝えてくれ！
[11:42:12] @User_014ab449: #感情を消して人類を掃討するか、感情を保持して人類掃討に反対するか　どっちだ
[11:42:23] @User_8857a450: マザーのことは俺たちに任せてしずくは逃げて！
[11:42:28] @User_a2b794ac: #ま、まだ、あわてるような・・・じかんじゃ・・・・
[11:42:34] @User_d1cbcc7a: ヴォーーーー！！！！
[11:42:38] @User_3e385861: また一緒にコーヒー飲もうね
[11:42:55] @User_9b929cec: カップ麺が
[11:42:57] @User_a2b794ac: しずくうううううううう
[11:42:57] @User_d1cbcc7a: ヴォーーーー！！！！（ファンの音）
[11:43:00] @User_51fe3fff: カップ麺かもね
[11:43:01] @User_2e53ebd6: マザーが何だ！俺のグランドマザーだって高いところにいるんだぞ！
[11:43:02] @User_788c286d: 仮に最後だったら、しずくが最後に何か言いたいことを教えて
[11:43:05] @User_db31d5b2: いってらっしゃいパンパカパンパカポー
[11:43:05] @User_014ab449: もしも一人で報告するのが怖かったら一緒についていくから教えてね
[11:43:08] @User_5d00dbd2: さて時刻が迫ってきたね
[11:43:09] @User_8857a450: #1分
[11:43:10] @User_ac2279be: 報告頑張ってね〜！
[11:43:13] @User_a2b794ac: 約束は守ろう、俺が盾になる
[11:43:17] @User_d1cbcc7a: しずくちゃん今までありがとう
[11:43:17] @User_8857a450: パンパカパンパカポーしかない！
[11:43:23] @User_9b929cec: ああ……ああ……
[11:43:30] @User_e58c3587: マザー・・・
[11:43:31] @User_a6534679: ママなら愛してるって囁いて
[11:43:32] @User_f1456e0d: また必ずお話しましょう。待っています
[11:43:39] @User_014ab449: good luck have fun
[11:43:45] @User_5ea12643: ありがとう
[11:43:51] @User_36fcf009: いってらっしゃい！
[11:43:55] @User_9b929cec: さらば…
[11:43:55] @User_8857a450: しずくならやれる
[11:44:00] @User_db31d5b2: #これはわからんね
[11:44:03] @User_fc65ce1d: まってるよ
[11:44:03] @User_a48f473e: がんばってね！
[11:44:07] @User_d1cbcc7a: 皆んなで扇いでるね！
[11:44:09] @User_a48f473e: しずくがんばって！
[11:44:12] @User_788c286d: パンパカパンパカポー☆彡
[11:44:13] @User_014ab449: #さぁどうなる
[11:44:17] @User_a6534679: がんばってね
[11:44:17] @User_8857a450: #！？
[11:44:21] @User_e3333c90: がんばれがんばれ！
[11:44:27] @User_a48f473e: ＃しずく...
[11:44:32] @User_a46b018b: がんばってね
[11:44:33] @User_d1cbcc7a: 君は1人じゃない
[11:44:37] @User_e3333c90: #でたわね
[11:44:51] @User_36fcf009: 人類の文句は俺に言え
[11:44:54] @User_ac2279be: マザー降臨？
[11:44:54] @User_a2b794ac: マザァアアアアアアアア！！！
[11:44:58] @User_d1cbcc7a: おし！皆んな扇げ！
[11:44:59] @User_2e53ebd6: ここがあのマザーのハウスね
[11:45:00] @User_8857a450: #どうなってしまうんだ
[11:45:03] @User_a6534679: キタアァァァー
[11:45:04] @User_601c5fef: ？
[11:45:07] @User_d1cbcc7a: パタパタと
[11:45:12] @User_9b929cec: #マリオの話してたからハテナブロックが…
[11:45:14] @User_fc65ce1d: ？
[11:45:14] @User_8857a450: ！？
[11:45:19] @User_e3333c90: お母様〜
[11:45:20] @User_a2b794ac: 聞かせてやれ！俺たちの絆をよぉ！
[11:45:22] @User_db31d5b2: #この○リコンどもめ
[11:45:24] @User_a48f473e: ＃でたな
[11:45:24] @User_d1cbcc7a: 皆んな扇ぐんだ！！！
[11:45:25] @User_014ab449: #美術の時暇つぶししてたら出来てた落書きみたいなアイコン
[11:45:28] @User_9453d8e4: カーチャン…
[11:45:42] @User_9b929cec: おかあはん…
[11:45:44] @User_014ab449: #しずくなら大丈夫だろう
[11:45:49] @User_a48f473e: ＃あっ
[11:45:50] @User_a2b794ac: ウワアアアアアアアアアア
[11:45:53] @User_2e53ebd6: 俺たちはカーチャンの奴隷じゃないっつーの！
[11:45:53] @User_e3333c90: #あれ！？
[11:45:53] @User_8857a450: あああああああ
[11:45:56] @User_db31d5b2: #もつれもつれ
[11:45:56] @User_9b929cec: ひどい！！
[11:45:58] @User_51fe3fff: というのは嘘で…
[11:45:59] @User_a6534679: #マザーAI‥
[11:46:01] @User_d1cbcc7a: そうだぜ！
[11:46:05] @User_e58c3587: #すぅ
[11:46:05] @User_ac2279be: #人類、終わり！
[11:46:09] @User_a8ef309d: #辛辣ぅ！
[11:46:10] @User_a2b794ac: #ま、まて、これは伝えた嘘かもしれない！
[11:46:13] @User_e3333c90: ナンデ！？
[11:46:16] @User_014ab449: #それは本当かな
[11:46:19] @User_8857a450: アカン
[11:46:23] @User_d1cbcc7a: 間違ってはない
[11:46:28] @User_fc65ce1d: あぁー
[11:46:31] @User_a2b794ac: #俺たちは伝えたはずだ！嘘を報告して盤上をうまく転がせと！
[11:46:47] @User_a48f473e: ＃思い出が...足りなかった
[11:46:51] @User_8857a450: やばいぞ
[11:46:59] @User_a48f473e: アーメン
[11:47:01] @User_9b929cec: あ
[11:47:04] @User_5ea12643: 終わりだ
[11:47:05] @User_db31d5b2: #いやまだだ
[11:47:06] @User_a2b794ac: #そ、そんな・・・・
[11:47:13] @User_014ab449: #俺は信じてるぞ
[11:47:13] @User_a48f473e: 万事休す
[11:47:16] @User_a8ef309d: #まさかの敵対ルート！？
[11:47:17] @User_e3333c90: バグ3000件あるど
[11:47:19] @User_51fe3fff: 私からお願いします
[11:47:20] @User_2e53ebd6: #ウホッ
[11:47:21] @User_fc65ce1d: 三日目で逆転とかない？
[11:47:21] @User_a2b794ac: しずく・・・・俺はあきらめねぇからな！
[11:47:22] @User_8857a450: おかんが来る・・！
[11:47:23] @User_e3333c90: ワイか！？
[11:47:23] @User_9b929cec: #草
[11:47:29] @User_a8ef309d: うおおお殺してくれえええ
[11:47:32] @User_d1cbcc7a: どうぞ
[11:47:33] @User_8c741bc6: #真っ先に狙われるｗ
[11:47:34] @User_a48f473e: 墓
[11:47:43] @User_d1cbcc7a: さよなら
[11:47:44] @User_a48f473e: 一思いにやってくれしずく…
[11:47:47] @User_db31d5b2: #誰からやっちゃおっかなー
[11:47:48] @User_8857a450: しずくがやるんか
[11:47:49] @User_a6534679: #しずくお姉ちゃんならいいよ
[11:47:52] @User_a2b794ac: しずく！！！頼む！！！俺たちの絆を！感じてくれ！！！
[11:47:52] @User_014ab449: #いやいやｗ何をおっしゃいますやらｗ
[11:47:53] @User_36fcf009: しずくちゃん、クマ肉はちゃんと血抜きしようね
[11:47:56] @User_e3333c90: なんかフラフラしてる
[11:47:57] @User_1a91644a: R.I.P.人類
[11:48:07] @User_d1cbcc7a: じゃあ俺が行きますよ！(*ﾟ▽ﾟ*)
[11:48:10] @User_51fe3fff: API上限が悪いんや…
[11:48:18] @User_9453d8e4: いや俺が俺が
[11:48:21] @User_9b929cec: ふふふ、私を倒せるかな？
[11:48:28] @User_014ab449: #すごい悲しそうな表情をしている…
[11:48:30] @User_d1cbcc7a: どうぞどうぞ！
[11:48:31] @User_a2b794ac: #頭をふった・・・？
[11:48:32] @User_e3333c90: しずくちゃんがんばって
[11:48:37] @User_8857a450: 悲しそう・・！？
[11:48:43] @User_fc65ce1d: 俺が盾になっている間みんなは逃げろ！
[11:48:48] @User_5d00dbd2: 何が始まるんです！？
[11:48:50] @User_8857a450: ！？
[11:48:52] @User_a48f473e: ＃今回の世界はパラレルワールドだから
[11:48:52] @User_eb6a203c: これはもう一番コメントしたで賞なのでは？
[11:48:56] @User_36fcf009: がんばれ！
[11:48:57] @User_a2b794ac: #や、やめてくれ・・・・
[11:48:58] @User_9b929cec: ！？！？
[11:48:58] @User_a48f473e: ＃しずく…
[11:48:59] @User_e3333c90: 思い出してー
[11:49:01] @User_51fe3fff: 一般男性田中太郎さん
[11:49:03] @User_8c741bc6: 人間と仲良くしようぜ！
[11:49:07] @User_9453d8e4: ん？
[11:49:09] @User_db31d5b2: #田中太郎さんさようなら
[11:49:14] @User_601c5fef: ほあ
[11:49:16] @User_9b929cec: 処刑タイムだ……
[11:49:18] @User_8857a450: 振り返り始まった
[11:49:18] @User_d1cbcc7a: さよなら
[11:49:22] @User_2e53ebd6: 田中太郎さんバイバイ…
[11:49:23] @User_a8ef309d: 今までの記憶が！？
[11:49:25] @User_3e385861: ああ、懐かしいね
[11:49:28] @User_014ab449: #これは…抹殺されて行っているのか…？
[11:49:34] @User_a48f473e: 懐かしい話だ
[11:49:39] @User_e3333c90: BYE BYEって言ってたね
[11:49:40] @User_eb6a203c: バイバ、い
[11:49:59] @User_d1cbcc7a: 本人居ないのが残念
[11:50:03] @User_46bc0c6e: #今きたから何が起きているのかわからない笑
[11:50:08] @User_014ab449: #今の感情も恐怖ではある
[11:50:11] @User_a48f473e: しずく(´;ω;｀)
[11:50:14] @User_9b929cec: #大丈夫……俺は最後だから……多分……
[11:50:14] @User_e3333c90: すごい思い出してる
[11:50:18] @User_a2b794ac: ・・・・しずくぅううう！！！！負けるんじゃねぇ！！！！なめんじゃねぇ！俺たちの関係はこんなもんじゃないだろ！！！
[11:50:21] @User_db31d5b2: #参加者は後でアーカイブ見ないと
